Index,Date,Time,Best Bid,Bid Amount,Best Ask,Ask Amount
1,20150527,235953,619.21,0.02679805,625.51,5.63894134
2,20150528,000004,619.21,0.02679805,625.51,5.63894134
3,20150528,000015,619.21,0.02679805,625.51,5.63894134
4,20150528,000025,619.21,0.02679805,625.51,5.63894134
5,20150528,000036,619.21,0.02679805,625.51,5.63894134
6,20150528,000046,619.21,0.02679805,625.51,5.63894134
